,Address,Beds,Phone,Price,Title
1079,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1080,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1081,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1082,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1083,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1084,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1085,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1086,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1087,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1088,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1089,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1090,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1091,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1092,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1093,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1094,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1095,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1096,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1097,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1098,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1099,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1100,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1101,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1102,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1103,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1104,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1105,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1106,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1107,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1108,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1109,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1110,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1111,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1112,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1113,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1114,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1115,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1116,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1117,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1118,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1119,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1120,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1121,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1122,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1123,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1124,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1125,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1126,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1127,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1128,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1129,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1130,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1131,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1132,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1133,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1134,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1135,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1136,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1137,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1138,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1139,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1140,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1141,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1142,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1143,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1144,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1145,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1146,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1147,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1148,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1149,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1150,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1151,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1152,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1153,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1154,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1155,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1156,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1157,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1158,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1159,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1160,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1161,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1162,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1163,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1164,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1165,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1166,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1167,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1168,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1169,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1170,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1171,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1172,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1173,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1174,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1175,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1176,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1177,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1178,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1179,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1180,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1181,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1182,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1183,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1184,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1185,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1186,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1187,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1188,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1189,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1190,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1191,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1192,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1193,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1194,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1195,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1196,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1197,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1198,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1199,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
1200,"860 N Dewitt Pl, Chicago, IL 60611",Studio - 2 Bed,844-772-4370,"$1,490 - 2,635","
Gold Coast City Club Apartments"
1201,"2300 S Michigan Ave, Chicago, IL 60616",1-2 Bed,312-646-4878,"$1,595 - 2,950","
The Shelby"
1202,"420 E Ohio St, Chicago, IL 60611",Studio - 3 Bed,888-380-0393,"$1,690 - 4,425","
420 E Ohio"
1203,"1340 N Astor St, Chicago, IL 60610",1-2 Bed,866-359-3415,"$2,375 - 3,950","
Astor House"
1204,"71 W Hubbard St, Chicago, IL 60654",Studio - 3 Bed,844-360-4529,"$1,858 - 7,116","
AMLI River North"
1205,"1350 N Lake Shore Dr, Chicago, IL 60610",Studio - 2 Bed,844-740-9960,"$1,357 - 9,205","
1350"
1206,"811 W Agatite Ave, Chicago, IL 60640",Studio - 3 Bed,630-282-6243,"$1,560 - 6,300","
Eight Eleven Uptown"
1207,"833 W Buena Ave, Chicago, IL 60613",1-3 Bed,844-812-0763,"$1,290 - 1,925","
Buena Shores"
1208,"1001 W Chicago Ave, Chicago, IL 60622",Studio - 3 Bed,844-581-2011,"$1,859 - 3,454","
Spoke"
1209,"1 E Delaware Pl, Chicago, IL 60611",Studio - 2 Bed,855-707-4966,"$1,950 - 3,600","
One East Delaware"
1210,"161 W Kinzie St, Chicago, IL 60654",Studio - 2 Bed,844-892-1659,"$1,750 - 4,195","
EnV Chicago"
1211,"8 W Chestnut St, Chicago, IL 60610",1-2 Bed,312-646-4941,"$1,864 - 2,959","
Chestnut Place"
1212,"910 W Huron St, Chicago, IL 60642",Studio - 4 Bed,844-741-2982,"$2,030 - 4,945","
Mondial River West"
1213,"400 N McClurg Ct, Chicago, IL 60611",Studio - 2 Bed,844-482-6861,"$1,856 - 4,017","
Cityfront Place"
1214,"1333 S Wabash Ave, Chicago, IL 60605",1-3 Bed,844-257-2074,"$1,825 - 7,866","
1333 S Wabash"
1215,"4-22 N Aberdeen St, Chicago, IL 60607",Studio - 3 Bed,844-617-1509,"$2,995 - 3,348","
The Aberdeen West Loop"
1216,"401-411 W Fullerton Pky, Chicago, IL 60614",Studio - 3 Bed,844-812-0758,"$1,400 - 2,630","
The Patricians"
1217,"345 E Wacker Dr, Chicago, IL 60601",Studio - 3 Bed,773-904-9571,"$1,668 - 4,888","
Coast at Lakeshore East"
1218,"850 S Clark St, Chicago, IL 60605",Studio - 2 Bed,312-462-1938,"$1,723 - 4,204","
AMLI Lofts"
1219,"1209 W Arthur Ave, Chicago, IL 60626",Studio - 2 Bed,773-649-4071,"$1,646 - 1,923","
The Morgan at Loyola Station"
1220,"400 E South Water St, Chicago, IL 60601",Studio - 2 Bed,866-599-7868,"$1,758 - 4,208","
The Shoreham at Lakeshore East"
1221,"555 W Madison St, Chicago, IL 60661",Studio - 2 Bed,888-692-0211,"$1,360 - 3,950","
Presidential Towers"
1222,"4050-4064 W 115th St, Chicago, IL 60655",Studio - 2 Bed,331-481-7724,"$804 - 1,619","
Midpointe Apartments"
1223,"500 E 33rd St, Chicago, IL 60616",Studio - 3 Bed,844-687-6555,"$775 - 4,465","
Lake Meadows"
1224,"360 E South Water St, Chicago, IL 60601",Studio - 2 Bed,312-288-8069,"$1,740 - 5,949","
The Tides at Lakeshore East"
